08:50:01          236        31         4         0         0         0
08:51:01          236        31         4         0         0         3
08:52:01          236        31         4         0         0         3
08:53:01          248        32         4         0         0         2
08:54:01          231        31         4         0         0         1
08:55:01          231        31         4         0         0         3
08:56:01          231        31         4         0         0         3
08:57:01          231        31         4         0         0         3
08:58:01          242        32         4         0         0         1
08:59:01          231        31         4         0         0         2
09:00:01          231        31         4         0         0         3
09:01:01          231        31         4         0         0         3
09:02:01          231        31         4         0         0         3
09:03:01          235        32         4         0         0         0
09:04:01          231        31         4         0         0         3
09:05:01          231        31         4         0         0         3
09:06:01          231        31         4         0         0         3
09:07:01          248        33         4         0         0         2
09:08:01          244        33         4         0         0         1
09:09:01          244        33         4         0         0         3
09:10:01          244        33         4         0         0        13
09:11:01          244        33         4         0         0         3
09:12:01          248        34         4         0         0         0
09:13:01          244        33         4         0         0         3
09:14:01          244        33         4         0         0         4
09:15:01          244        33         4         0         0         3
09:16:01          246        34         4         0         0         0
09:17:01          245        33         4         0         0         3
